Essay ID,Edit Style,System,Metric,Submetric,Score
42,Fluency,UAM-CSI,SOME,Total,2.6666666666666665
43,Fluency,UAM-CSI,SOME,Grammaticality,3.0
43,Fluency,UAM-CSI,SOME,Fluency,2.0
43,Fluency,UAM-CSI,SOME,Meaning Preservation,2.0
43,Fluency,UAM-CSI,SOME,Total,2.3333333333333335
44,Fluency,UAM-CSI,SOME,Grammaticality,4.0
44,Fluency,UAM-CSI,SOME,Fluency,4.0
44,Fluency,UAM-CSI,SOME,Meaning Preservation,4.0
44,Fluency,UAM-CSI,SOME,Total,4.0
45,Fluency,UAM-CSI,SOME,Grammaticality,3.0
45,Fluency,UAM-CSI,SOME,Fluency,4.0
45,Fluency,UAM-CSI,SOME,Meaning Preservation,4.0
45,Fluency,UAM-CSI,SOME,Total,3.6666666666666665
46,Fluency,UAM-CSI,SOME,Grammaticality,3.0
46,Fluency,UAM-CSI,SOME,Fluency,2.0
46,Fluency,UAM-CSI,SOME,Meaning Preservation,4.0
46,Fluency,UAM-CSI,SOME,Total,3.0
47,Fluency,UAM-CSI,SOME,Grammaticality,3.0
47,Fluency,UAM-CSI,SOME,Fluency,2.0
47,Fluency,UAM-CSI,SOME,Meaning Preservation,3.0
47,Fluency,UAM-CSI,SOME,Total,2.6666666666666665
48,Fluency,UAM-CSI,SOME,Grammaticality,3.0
48,Fluency,UAM-CSI,SOME,Fluency,3.0
48,Fluency,UAM-CSI,SOME,Meaning Preservation,2.0
48,Fluency,UAM-CSI,SOME,Total,2.6666666666666665
49,Fluency,UAM-CSI,SOME,Grammaticality,3.0
49,Fluency,UAM-CSI,SOME,Fluency,3.0
49,Fluency,UAM-CSI,SOME,Meaning Preservation,3.0
49,Fluency,UAM-CSI,SOME,Total,3.0
50,Fluency,UAM-CSI,SOME,Grammaticality,3.0
50,Fluency,UAM-CSI,SOME,Fluency,3.0
50,Fluency,UAM-CSI,SOME,Meaning Preservation,3.0
50,Fluency,UAM-CSI,SOME,Total,3.0
1,Minimal,Viking-7B,SOME,Grammaticality,3.0
1,Minimal,Viking-7B,SOME,Fluency,2.0
1,Minimal,Viking-7B,SOME,Meaning Preservation,2.0
1,Minimal,Viking-7B,SOME,Total,2.3333333333333335
2,Minimal,Viking-7B,SOME,Grammaticality,3.0
2,Minimal,Viking-7B,SOME,Fluency,3.0
2,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
2,Minimal,Viking-7B,SOME,Total,3.3333333333333335
3,Minimal,Viking-7B,SOME,Grammaticality,3.0
3,Minimal,Viking-7B,SOME,Fluency,2.0
3,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
3,Minimal,Viking-7B,SOME,Total,3.0
4,Minimal,Viking-7B,SOME,Grammaticality,3.0
4,Minimal,Viking-7B,SOME,Fluency,3.0
4,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
4,Minimal,Viking-7B,SOME,Total,3.0
5,Minimal,Viking-7B,SOME,Grammaticality,4.0
5,Minimal,Viking-7B,SOME,Fluency,4.0
5,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
5,Minimal,Viking-7B,SOME,Total,4.0
6,Minimal,Viking-7B,SOME,Grammaticality,3.0
6,Minimal,Viking-7B,SOME,Fluency,3.0
6,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
6,Minimal,Viking-7B,SOME,Total,3.3333333333333335
7,Minimal,Viking-7B,SOME,Grammaticality,3.0
7,Minimal,Viking-7B,SOME,Fluency,3.0
7,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
7,Minimal,Viking-7B,SOME,Total,3.0
8,Minimal,Viking-7B,SOME,Grammaticality,2.0
8,Minimal,Viking-7B,SOME,Fluency,2.0
8,Minimal,Viking-7B,SOME,Meaning Preservation,2.0
8,Minimal,Viking-7B,SOME,Total,2.0
9,Minimal,Viking-7B,SOME,Grammaticality,2.0
9,Minimal,Viking-7B,SOME,Fluency,2.0
9,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
9,Minimal,Viking-7B,SOME,Total,2.6666666666666665
10,Minimal,Viking-7B,SOME,Grammaticality,3.0
10,Minimal,Viking-7B,SOME,Fluency,3.0
10,Minimal,Viking-7B,SOME,Meaning Preservation,2.0
10,Minimal,Viking-7B,SOME,Total,2.6666666666666665
11,Minimal,Viking-7B,SOME,Grammaticality,2.0
11,Minimal,Viking-7B,SOME,Fluency,3.0
11,Minimal,Viking-7B,SOME,Meaning Preservation,2.0
11,Minimal,Viking-7B,SOME,Total,2.3333333333333335
12,Minimal,Viking-7B,SOME,Grammaticality,2.0
12,Minimal,Viking-7B,SOME,Fluency,2.0
12,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
12,Minimal,Viking-7B,SOME,Total,2.3333333333333335
13,Minimal,Viking-7B,SOME,Grammaticality,3.0
13,Minimal,Viking-7B,SOME,Fluency,2.0
13,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
13,Minimal,Viking-7B,SOME,Total,2.6666666666666665
14,Minimal,Viking-7B,SOME,Grammaticality,3.0
14,Minimal,Viking-7B,SOME,Fluency,3.0
14,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
14,Minimal,Viking-7B,SOME,Total,3.3333333333333335
15,Minimal,Viking-7B,SOME,Grammaticality,3.0
15,Minimal,Viking-7B,SOME,Fluency,3.0
15,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
15,Minimal,Viking-7B,SOME,Total,3.3333333333333335
16,Minimal,Viking-7B,SOME,Grammaticality,4.0
16,Minimal,Viking-7B,SOME,Fluency,3.0
16,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
16,Minimal,Viking-7B,SOME,Total,3.3333333333333335
17,Minimal,Viking-7B,SOME,Grammaticality,3.0
17,Minimal,Viking-7B,SOME,Fluency,3.0
17,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
17,Minimal,Viking-7B,SOME,Total,3.3333333333333335
18,Minimal,Viking-7B,SOME,Grammaticality,3.0
18,Minimal,Viking-7B,SOME,Fluency,2.0
18,Minimal,Viking-7B,SOME,Meaning Preservation,2.0
18,Minimal,Viking-7B,SOME,Total,2.3333333333333335
19,Minimal,Viking-7B,SOME,Grammaticality,2.0
19,Minimal,Viking-7B,SOME,Fluency,2.0
19,Minimal,Viking-7B,SOME,Meaning Preservation,1.0
19,Minimal,Viking-7B,SOME,Total,1.6666666666666667
20,Minimal,Viking-7B,SOME,Grammaticality,3.0
20,Minimal,Viking-7B,SOME,Fluency,3.0
20,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
20,Minimal,Viking-7B,SOME,Total,3.3333333333333335
21,Minimal,Viking-7B,SOME,Grammaticality,2.0
21,Minimal,Viking-7B,SOME,Fluency,3.0
21,Minimal,Viking-7B,SOME,Meaning Preservation,2.0
21,Minimal,Viking-7B,SOME,Total,2.3333333333333335
22,Minimal,Viking-7B,SOME,Grammaticality,3.0
22,Minimal,Viking-7B,SOME,Fluency,3.0
22,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
22,Minimal,Viking-7B,SOME,Total,3.0
23,Minimal,Viking-7B,SOME,Grammaticality,3.0
23,Minimal,Viking-7B,SOME,Fluency,3.0
23,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
23,Minimal,Viking-7B,SOME,Total,3.0
24,Minimal,Viking-7B,SOME,Grammaticality,3.0
24,Minimal,Viking-7B,SOME,Fluency,4.0
24,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
24,Minimal,Viking-7B,SOME,Total,3.6666666666666665
25,Minimal,Viking-7B,SOME,Grammaticality,4.0
25,Minimal,Viking-7B,SOME,Fluency,4.0
25,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
25,Minimal,Viking-7B,SOME,Total,4.0
26,Minimal,Viking-7B,SOME,Grammaticality,3.0
26,Minimal,Viking-7B,SOME,Fluency,4.0
26,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
26,Minimal,Viking-7B,SOME,Total,3.6666666666666665
27,Minimal,Viking-7B,SOME,Grammaticality,2.0
27,Minimal,Viking-7B,SOME,Fluency,2.0
27,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
27,Minimal,Viking-7B,SOME,Total,2.6666666666666665
28,Minimal,Viking-7B,SOME,Grammaticality,3.0
28,Minimal,Viking-7B,SOME,Fluency,3.0
28,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
28,Minimal,Viking-7B,SOME,Total,3.0
29,Minimal,Viking-7B,SOME,Grammaticality,2.0
29,Minimal,Viking-7B,SOME,Fluency,3.0
29,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
29,Minimal,Viking-7B,SOME,Total,2.6666666666666665
30,Minimal,Viking-7B,SOME,Grammaticality,2.0
30,Minimal,Viking-7B,SOME,Fluency,2.0
30,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
30,Minimal,Viking-7B,SOME,Total,2.6666666666666665
31,Minimal,Viking-7B,SOME,Grammaticality,3.0
31,Minimal,Viking-7B,SOME,Fluency,2.0
31,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
31,Minimal,Viking-7B,SOME,Total,3.0
32,Minimal,Viking-7B,SOME,Grammaticality,2.0
32,Minimal,Viking-7B,SOME,Fluency,2.0
32,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
32,Minimal,Viking-7B,SOME,Total,2.6666666666666665
33,Minimal,Viking-7B,SOME,Grammaticality,3.0
33,Minimal,Viking-7B,SOME,Fluency,2.0
33,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
33,Minimal,Viking-7B,SOME,Total,2.6666666666666665
34,Minimal,Viking-7B,SOME,Grammaticality,2.0
34,Minimal,Viking-7B,SOME,Fluency,1.0
34,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
34,Minimal,Viking-7B,SOME,Total,2.3333333333333335
35,Minimal,Viking-7B,SOME,Grammaticality,4.0
35,Minimal,Viking-7B,SOME,Fluency,3.0
35,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
35,Minimal,Viking-7B,SOME,Total,3.6666666666666665
36,Minimal,Viking-7B,SOME,Grammaticality,3.0
36,Minimal,Viking-7B,SOME,Fluency,2.0
36,Minimal,Viking-7B,SOME,Meaning Preservation,2.0
36,Minimal,Viking-7B,SOME,Total,2.3333333333333335
37,Minimal,Viking-7B,SOME,Grammaticality,3.0
37,Minimal,Viking-7B,SOME,Fluency,4.0
37,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
37,Minimal,Viking-7B,SOME,Total,3.3333333333333335
38,Minimal,Viking-7B,SOME,Grammaticality,3.0
38,Minimal,Viking-7B,SOME,Fluency,2.0
38,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
38,Minimal,Viking-7B,SOME,Total,2.6666666666666665
39,Minimal,Viking-7B,SOME,Grammaticality,2.0
39,Minimal,Viking-7B,SOME,Fluency,2.0
39,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
39,Minimal,Viking-7B,SOME,Total,2.3333333333333335
40,Minimal,Viking-7B,SOME,Grammaticality,3.0
40,Minimal,Viking-7B,SOME,Fluency,3.0
40,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
40,Minimal,Viking-7B,SOME,Total,3.3333333333333335
41,Minimal,Viking-7B,SOME,Grammaticality,3.0
41,Minimal,Viking-7B,SOME,Fluency,2.0
41,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
41,Minimal,Viking-7B,SOME,Total,3.0
42,Minimal,Viking-7B,SOME,Grammaticality,4.0
42,Minimal,Viking-7B,SOME,Fluency,3.0
42,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
42,Minimal,Viking-7B,SOME,Total,3.3333333333333335
43,Minimal,Viking-7B,SOME,Grammaticality,3.0
43,Minimal,Viking-7B,SOME,Fluency,3.0
43,Minimal,Viking-7B,SOME,Meaning Preservation,2.0
43,Minimal,Viking-7B,SOME,Total,2.6666666666666665
44,Minimal,Viking-7B,SOME,Grammaticality,4.0
44,Minimal,Viking-7B,SOME,Fluency,4.0
44,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
44,Minimal,Viking-7B,SOME,Total,4.0
45,Minimal,Viking-7B,SOME,Grammaticality,4.0
45,Minimal,Viking-7B,SOME,Fluency,3.0
45,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
45,Minimal,Viking-7B,SOME,Total,3.6666666666666665
46,Minimal,Viking-7B,SOME,Grammaticality,4.0
46,Minimal,Viking-7B,SOME,Fluency,3.0
46,Minimal,Viking-7B,SOME,Meaning Preservation,4.0
46,Minimal,Viking-7B,SOME,Total,3.6666666666666665
47,Minimal,Viking-7B,SOME,Grammaticality,3.0
47,Minimal,Viking-7B,SOME,Fluency,2.0
47,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
47,Minimal,Viking-7B,SOME,Total,2.6666666666666665
48,Minimal,Viking-7B,SOME,Grammaticality,3.0
48,Minimal,Viking-7B,SOME,Fluency,3.0
48,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
48,Minimal,Viking-7B,SOME,Total,3.0
49,Minimal,Viking-7B,SOME,Grammaticality,3.0
49,Minimal,Viking-7B,SOME,Fluency,2.0
49,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
49,Minimal,Viking-7B,SOME,Total,2.6666666666666665
50,Minimal,Viking-7B,SOME,Grammaticality,2.0
50,Minimal,Viking-7B,SOME,Fluency,2.0
50,Minimal,Viking-7B,SOME,Meaning Preservation,3.0
50,Minimal,Viking-7B,SOME,Total,2.3333333333333335
1,Fluency,Viking-7B,SOME,Grammaticality,4.0
1,Fluency,Viking-7B,SOME,Fluency,3.0
1,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
1,Fluency,Viking-7B,SOME,Total,3.3333333333333335
2,Fluency,Viking-7B,SOME,Grammaticality,3.0
2,Fluency,Viking-7B,SOME,Fluency,4.0
2,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
2,Fluency,Viking-7B,SOME,Total,3.6666666666666665
3,Fluency,Viking-7B,SOME,Grammaticality,3.0
3,Fluency,Viking-7B,SOME,Fluency,3.0
3,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
3,Fluency,Viking-7B,SOME,Total,3.3333333333333335
4,Fluency,Viking-7B,SOME,Grammaticality,4.0
4,Fluency,Viking-7B,SOME,Fluency,3.0
4,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
4,Fluency,Viking-7B,SOME,Total,3.6666666666666665
5,Fluency,Viking-7B,SOME,Grammaticality,3.0
5,Fluency,Viking-7B,SOME,Fluency,4.0
5,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
5,Fluency,Viking-7B,SOME,Total,3.6666666666666665
6,Fluency,Viking-7B,SOME,Grammaticality,4.0
6,Fluency,Viking-7B,SOME,Fluency,4.0
6,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
6,Fluency,Viking-7B,SOME,Total,4.0
7,Fluency,Viking-7B,SOME,Grammaticality,3.0
7,Fluency,Viking-7B,SOME,Fluency,3.0
7,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
7,Fluency,Viking-7B,SOME,Total,3.3333333333333335
8,Fluency,Viking-7B,SOME,Grammaticality,2.0
8,Fluency,Viking-7B,SOME,Fluency,3.0
8,Fluency,Viking-7B,SOME,Meaning Preservation,2.0
8,Fluency,Viking-7B,SOME,Total,2.3333333333333335
9,Fluency,Viking-7B,SOME,Grammaticality,2.0
9,Fluency,Viking-7B,SOME,Fluency,1.0
9,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
9,Fluency,Viking-7B,SOME,Total,2.3333333333333335
10,Fluency,Viking-7B,SOME,Grammaticality,3.0
10,Fluency,Viking-7B,SOME,Fluency,3.0
10,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
10,Fluency,Viking-7B,SOME,Total,3.0
11,Fluency,Viking-7B,SOME,Grammaticality,4.0
11,Fluency,Viking-7B,SOME,Fluency,3.0
11,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
11,Fluency,Viking-7B,SOME,Total,3.3333333333333335
12,Fluency,Viking-7B,SOME,Grammaticality,3.0
12,Fluency,Viking-7B,SOME,Fluency,3.0
12,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
12,Fluency,Viking-7B,SOME,Total,3.3333333333333335
13,Fluency,Viking-7B,SOME,Grammaticality,4.0
13,Fluency,Viking-7B,SOME,Fluency,3.0
13,Fluency,Viking-7B,SOME,Meaning Preservation,2.0
13,Fluency,Viking-7B,SOME,Total,3.0
14,Fluency,Viking-7B,SOME,Grammaticality,4.0
14,Fluency,Viking-7B,SOME,Fluency,3.0
14,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
14,Fluency,Viking-7B,SOME,Total,3.3333333333333335
15,Fluency,Viking-7B,SOME,Grammaticality,4.0
15,Fluency,Viking-7B,SOME,Fluency,3.0
15,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
15,Fluency,Viking-7B,SOME,Total,3.6666666666666665
16,Fluency,Viking-7B,SOME,Grammaticality,3.0
16,Fluency,Viking-7B,SOME,Fluency,3.0
16,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
16,Fluency,Viking-7B,SOME,Total,3.0
17,Fluency,Viking-7B,SOME,Grammaticality,3.0
17,Fluency,Viking-7B,SOME,Fluency,3.0
17,Fluency,Viking-7B,SOME,Meaning Preservation,1.0
17,Fluency,Viking-7B,SOME,Total,2.3333333333333335
18,Fluency,Viking-7B,SOME,Grammaticality,2.0
18,Fluency,Viking-7B,SOME,Fluency,3.0
18,Fluency,Viking-7B,SOME,Meaning Preservation,2.0
18,Fluency,Viking-7B,SOME,Total,2.3333333333333335
19,Fluency,Viking-7B,SOME,Grammaticality,2.0
19,Fluency,Viking-7B,SOME,Fluency,2.0
19,Fluency,Viking-7B,SOME,Meaning Preservation,1.0
19,Fluency,Viking-7B,SOME,Total,1.6666666666666667
20,Fluency,Viking-7B,SOME,Grammaticality,4.0
20,Fluency,Viking-7B,SOME,Fluency,3.0
20,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
20,Fluency,Viking-7B,SOME,Total,3.6666666666666665
21,Fluency,Viking-7B,SOME,Grammaticality,2.0
21,Fluency,Viking-7B,SOME,Fluency,2.0
21,Fluency,Viking-7B,SOME,Meaning Preservation,2.0
21,Fluency,Viking-7B,SOME,Total,2.0
22,Fluency,Viking-7B,SOME,Grammaticality,4.0
22,Fluency,Viking-7B,SOME,Fluency,4.0
22,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
22,Fluency,Viking-7B,SOME,Total,4.0
23,Fluency,Viking-7B,SOME,Grammaticality,3.0
23,Fluency,Viking-7B,SOME,Fluency,3.0
23,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
23,Fluency,Viking-7B,SOME,Total,3.0
24,Fluency,Viking-7B,SOME,Grammaticality,3.0
24,Fluency,Viking-7B,SOME,Fluency,3.0
24,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
24,Fluency,Viking-7B,SOME,Total,3.3333333333333335
25,Fluency,Viking-7B,SOME,Grammaticality,4.0
25,Fluency,Viking-7B,SOME,Fluency,3.0
25,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
25,Fluency,Viking-7B,SOME,Total,3.3333333333333335
26,Fluency,Viking-7B,SOME,Grammaticality,4.0
26,Fluency,Viking-7B,SOME,Fluency,3.0
26,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
26,Fluency,Viking-7B,SOME,Total,3.3333333333333335
27,Fluency,Viking-7B,SOME,Grammaticality,3.0
27,Fluency,Viking-7B,SOME,Fluency,3.0
27,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
27,Fluency,Viking-7B,SOME,Total,3.0
28,Fluency,Viking-7B,SOME,Grammaticality,3.0
28,Fluency,Viking-7B,SOME,Fluency,3.0
28,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
28,Fluency,Viking-7B,SOME,Total,3.0
29,Fluency,Viking-7B,SOME,Grammaticality,3.0
29,Fluency,Viking-7B,SOME,Fluency,3.0
29,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
29,Fluency,Viking-7B,SOME,Total,3.0
30,Fluency,Viking-7B,SOME,Grammaticality,2.0
30,Fluency,Viking-7B,SOME,Fluency,2.0
30,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
30,Fluency,Viking-7B,SOME,Total,2.6666666666666665
31,Fluency,Viking-7B,SOME,Grammaticality,2.0
31,Fluency,Viking-7B,SOME,Fluency,3.0
31,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
31,Fluency,Viking-7B,SOME,Total,2.6666666666666665
32,Fluency,Viking-7B,SOME,Grammaticality,2.0
32,Fluency,Viking-7B,SOME,Fluency,3.0
32,Fluency,Viking-7B,SOME,Meaning Preservation,2.0
32,Fluency,Viking-7B,SOME,Total,2.3333333333333335
33,Fluency,Viking-7B,SOME,Grammaticality,2.0
33,Fluency,Viking-7B,SOME,Fluency,3.0
33,Fluency,Viking-7B,SOME,Meaning Preservation,2.0
33,Fluency,Viking-7B,SOME,Total,2.3333333333333335
34,Fluency,Viking-7B,SOME,Grammaticality,2.0
34,Fluency,Viking-7B,SOME,Fluency,3.0
34,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
34,Fluency,Viking-7B,SOME,Total,3.0
35,Fluency,Viking-7B,SOME,Grammaticality,4.0
35,Fluency,Viking-7B,SOME,Fluency,3.0
35,Fluency,Viking-7B,SOME,Meaning Preservation,2.0
35,Fluency,Viking-7B,SOME,Total,3.0
36,Fluency,Viking-7B,SOME,Grammaticality,3.0
36,Fluency,Viking-7B,SOME,Fluency,2.0
36,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
36,Fluency,Viking-7B,SOME,Total,2.6666666666666665
37,Fluency,Viking-7B,SOME,Grammaticality,3.0
37,Fluency,Viking-7B,SOME,Fluency,3.0
37,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
37,Fluency,Viking-7B,SOME,Total,3.0
38,Fluency,Viking-7B,SOME,Grammaticality,3.0
38,Fluency,Viking-7B,SOME,Fluency,3.0
38,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
38,Fluency,Viking-7B,SOME,Total,3.0
39,Fluency,Viking-7B,SOME,Grammaticality,3.0
39,Fluency,Viking-7B,SOME,Fluency,2.0
39,Fluency,Viking-7B,SOME,Meaning Preservation,2.0
39,Fluency,Viking-7B,SOME,Total,2.3333333333333335
40,Fluency,Viking-7B,SOME,Grammaticality,2.0
40,Fluency,Viking-7B,SOME,Fluency,3.0
40,Fluency,Viking-7B,SOME,Meaning Preservation,2.0
40,Fluency,Viking-7B,SOME,Total,2.3333333333333335
41,Fluency,Viking-7B,SOME,Grammaticality,3.0
41,Fluency,Viking-7B,SOME,Fluency,3.0
41,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
41,Fluency,Viking-7B,SOME,Total,3.3333333333333335
42,Fluency,Viking-7B,SOME,Grammaticality,4.0
42,Fluency,Viking-7B,SOME,Fluency,3.0
42,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
42,Fluency,Viking-7B,SOME,Total,3.3333333333333335
43,Fluency,Viking-7B,SOME,Grammaticality,3.0
43,Fluency,Viking-7B,SOME,Fluency,3.0
43,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
43,Fluency,Viking-7B,SOME,Total,3.0
44,Fluency,Viking-7B,SOME,Grammaticality,4.0
44,Fluency,Viking-7B,SOME,Fluency,4.0
44,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
44,Fluency,Viking-7B,SOME,Total,4.0
45,Fluency,Viking-7B,SOME,Grammaticality,4.0
45,Fluency,Viking-7B,SOME,Fluency,4.0
45,Fluency,Viking-7B,SOME,Meaning Preservation,4.0
45,Fluency,Viking-7B,SOME,Total,4.0
46,Fluency,Viking-7B,SOME,Grammaticality,4.0
46,Fluency,Viking-7B,SOME,Fluency,4.0
46,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
46,Fluency,Viking-7B,SOME,Total,3.6666666666666665
47,Fluency,Viking-7B,SOME,Grammaticality,3.0
47,Fluency,Viking-7B,SOME,Fluency,3.0
47,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
47,Fluency,Viking-7B,SOME,Total,3.0
48,Fluency,Viking-7B,SOME,Grammaticality,3.0
48,Fluency,Viking-7B,SOME,Fluency,3.0
48,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
48,Fluency,Viking-7B,SOME,Total,3.0
49,Fluency,Viking-7B,SOME,Grammaticality,3.0
49,Fluency,Viking-7B,SOME,Fluency,2.0
49,Fluency,Viking-7B,SOME,Meaning Preservation,3.0
49,Fluency,Viking-7B,SOME,Total,2.6666666666666665
50,Fluency,Viking-7B,SOME,Grammaticality,3.0
50,Fluency,Viking-7B,SOME,Fluency,2.0
50,Fluency,Viking-7B,SOME,Meaning Preservation,2.0
50,Fluency,Viking-7B,SOME,Total,2.3333333333333335
1,Minimal,Viking-13B,SOME,Grammaticality,4.0
1,Minimal,Viking-13B,SOME,Fluency,3.0
1,Minimal,Viking-13B,SOME,Meaning Preservation,4.0
1,Minimal,Viking-13B,SOME,Total,3.6666666666666665
2,Minimal,Viking-13B,SOME,Grammaticality,3.0
2,Minimal,Viking-13B,SOME,Fluency,3.0
2,Minimal,Viking-13B,SOME,Meaning Preservation,4.0
2,Minimal,Viking-13B,SOME,Total,3.3333333333333335
3,Minimal,Viking-13B,SOME,Grammaticality,3.0
3,Minimal,Viking-13B,SOME,Fluency,2.0
3,Minimal,Viking-13B,SOME,Meaning Preservation,4.0
3,Minimal,Viking-13B,SOME,Total,3.0
4,Minimal,Viking-13B,SOME,Grammaticality,3.0
4,Minimal,Viking-13B,SOME,Fluency,3.0
4,Minimal,Viking-13B,SOME,Meaning Preservation,4.0
4,Minimal,Viking-13B,SOME,Total,3.3333333333333335
5,Minimal,Viking-13B,SOME,Grammaticality,3.0
5,Minimal,Viking-13B,SOME,Fluency,3.0
5,Minimal,Viking-13B,SOME,Meaning Preservation,4.0
5,Minimal,Viking-13B,SOME,Total,3.3333333333333335
6,Minimal,Viking-13B,SOME,Grammaticality,3.0
6,Minimal,Viking-13B,SOME,Fluency,3.0
6,Minimal,Viking-13B,SOME,Meaning Preservation,4.0
6,Minimal,Viking-13B,SOME,Total,3.3333333333333335
7,Minimal,Viking-13B,SOME,Grammaticality,3.0
7,Minimal,Viking-13B,SOME,Fluency,2.0
7,Minimal,Viking-13B,SOME,Meaning Preservation,3.0
7,Minimal,Viking-13B,SOME,Total,2.6666666666666665
8,Minimal,Viking-13B,SOME,Grammaticality,2.0
8,Minimal,Viking-13B,SOME,Fluency,2.0
8,Minimal,Viking-13B,SOME,Meaning Preservation,2.0
8,Minimal,Viking-13B,SOME,Total,2.0
9,Minimal,Viking-13B,SOME,Grammaticality,2.0
9,Minimal,Viking-13B,SOME,Fluency,2.0
9,Minimal,Viking-13B,SOME,Meaning Preservation,4.0
9,Minimal,Viking-13B,SOME,Total,2.6666666666666665
10,Minimal,Viking-13B,SOME,Grammaticality,3.0
10,Minimal,Viking-13B,SOME,Fluency,3.0
10,Minimal,Viking-13B,SOME,Meaning Preservation,3.0
10,Minimal,Viking-13B,SOME,Total,3.0
11,Minimal,Viking-13B,SOME,Grammaticality,2.0
11,Minimal,Viking-13B,SOME,Fluency,3.0
11,Minimal,Viking-13B,SOME,Meaning Preservation,3.0
11,Minimal,Viking-13B,SOME,Total,2.6666666666666665
12,Minimal,Viking-13B,SOME,Grammaticality,2.0
12,Minimal,Viking-13B,SOME,Fluency,2.0
12,Minimal,Viking-13B,SOME,Meaning Preservation,4.0
12,Minimal,Viking-13B,SOME,Total,2.6666666666666665
13,Minimal,Viking-13B,SOME,Grammaticality,2.0
13,Minimal,Viking-13B,SOME,Fluency,3.0
